"Format","MoTeC CSV File",,,"Workbook","LMP3"
"Venue","BAR",,,"Worksheet","KPIs"
"Vehicle","LPM3",,,"Vehicle Desc",""
"Driver","ChassisSim",,,"Engine ID",""
"Device","ADL"
"Comment","",,,"Session",""
"Log Date","28/02/2021",,,"Origin Time","0.400","s"
"Log Time","14:37:00",,,"Start Time","0.400","s"
"Sample Rate","50.000","Hz",,"End Time","101.020","s"
"Duration","100.620","s",,"Start Distance","26","m"
"Range","Lap 1",,,"End Distance","4530","m"
"Beacon Markers","00.000  "


"Time","Engine RPM","G Force Lat","G Force Long","Steered Angle","Throttle Pos","Combined Acceleration","ROLL_SPEED_F","ROLL_SPEED_R","ROLL_ratio","Damper Pos FL","Damper Pos FR","Damper Pos RL","Damper Pos RR","Corr Speed"
"s","rpm","G","G","deg","%","","","","","mm","mm","mm","mm","km/h"


"92.680","6457.00","1.76","0.42","-2.66","100.00","1.81","-8.26","-13.00","0.60","6.74","-0.80","21.12","6.83","157.8"
"92.700","6462.00","1.81","0.41","-2.61","100.00","1.86","38.94","5.72","0.65","7.44","-0.76","21.26","6.86","158.0"
"92.720","6467.00","1.85","0.44","-2.58","100.00","1.90","-18.29","5.20","0.62","7.25","-0.64","21.47","6.97","158.6"
"92.740","6481.00","1.87","0.48","-2.57","100.00","1.93","8.26","8.32","0.62","7.37","-0.66","22.01","7.35","158.4"
"92.760","6494.00","1.92","0.44","-2.54","100.10","1.97","-7.67","11.96","0.60","7.29","-0.61","22.63","7.74","158.4"
"92.780","6504.00","1.93","0.44","-2.54","100.00","1.98","29.50","9.36","0.63","7.81","-0.59","22.93","7.86","158.7"
"92.800","6514.00","1.92","0.44","-2.52","100.00","1.97","-31.86","13.00","0.58","7.39","-0.47","23.24","7.92","159.1"
"92.820","6522.00","1.84","0.43","-2.49","100.10","1.89","9.44","4.68","0.59","7.73","-0.29","23.60","8.19","159.9"
"92.840","6547.00","1.77","0.46","-2.46","100.10","1.83","80.24","14.56","0.68","9.28","-0.10","23.85","8.16","160.2"
"92.860","6555.00","1.77","0.52","-2.46","100.10","1.84","-39.53","11.44","0.62","8.86","0.15","24.28","8.37","160.8"
"92.880","6553.00","1.75","0.50","-2.46","100.10","1.82","14.75","-0.00","0.64","9.11","0.15","24.45","8.54","161.0"
"92.900","6559.00","1.64","0.50","-2.48","100.00","1.71","-33.04","8.32","0.59","8.53","0.13","24.79","8.72","161.0"
"92.920","6577.00","1.67","0.46","-2.48","100.00","1.73","-21.83","-15.60","0.58","7.97","-0.06","25.07","9.30","161.0"
"92.940","6596.00","1.70","0.41","-2.48","100.10","1.75","-66.08","-13.00","0.51","6.85","-0.06","25.00","9.48","160.8"
"92.960","6613.00","1.54","0.42","-2.48","100.10","1.60","8.26","-40.04","0.54","6.97","-0.08","24.31","9.56","161.2"
"92.980","6628.00","1.52","0.38","-2.46","100.10","1.57","-0.00","-34.32","0.57","6.99","-0.06","23.47","9.38","161.8"
"93.000","6639.00","1.58","0.38","-2.46","100.00","1.63","-0.00","-5.20","0.57","7.09","0.04","23.05","9.06","162.2"
"93.020","6655.00","1.51","0.38","-2.46","100.10","1.56","-5.31","-20.80","0.58","7.02","0.06","22.64","9.05","162.5"
"93.040","6655.00","1.48","0.35","-2.46","100.10","1.52","15.93","18.20","0.59","7.36","0.13","22.85","8.91","163.1"
"93.060","6664.00","1.54","0.36","-2.46","100.00","1.58","-19.47","-7.28","0.57","7.01","0.11","22.88","9.08","163.1"
"93.080","6680.00","1.49","0.39","-2.48","99.90","1.54","-7.67","6.24","0.55","6.83","0.06","23.06","9.14","163.5"
"93.100","6698.00","1.56","0.35","-2.48","100.00","1.60","5.31","17.16","0.55","6.78","-0.08","23.42","9.17","164.1"
"93.120","6702.00","1.61","0.37","-2.45","100.00","1.65","2.36","2.60","0.55","6.87","-0.03","23.48","9.18","163.9"
"93.140","6718.00","1.65","0.36","-2.45","100.10","1.69","32.45","1.04","0.59","7.46","0.01","23.41","9.09","165.1"
"93.160","6736.00","1.75","0.36","-2.38","100.10","1.79","-20.65","11.44","0.55","7.25","0.15","23.42","8.88","165.1"
"93.180","6737.00","1.79","0.35","-2.40","100.20","1.82","103.84","13.52","0.68","9.34","0.48","23.70","8.90","165.1"
"93.200","6742.00","1.75","0.35","-2.38","100.20","1.78","-27.73","17.68","0.63","8.92","0.53","24.22","9.08","165.5"
"93.220","6430.00","1.71","0.32","-2.41","100.20","1.74","-54.28","8.84","0.55","8.09","0.62","24.78","9.47","165.3"
"93.240","6272.00","1.71","0.30","-2.45","100.20","1.74","7.67","2.08","0.56","8.08","0.48","25.08","9.73","165.1"
"93.260","6283.00","1.59","0.31","-2.46","100.40","1.62","-18.29","5.20","0.54","7.44","0.15","25.55","10.10","165.1"
"93.280","5538.00","1.63","0.32","-2.46","100.50","1.66","11.80","2.08","0.55","7.62","0.13","25.59","10.10","164.9"
"93.300","5403.00","1.62","0.30","-2.41","100.40","1.65","1.77","-20.28","0.57","7.69","0.17","25.07","9.97","165.5"
"93.320","6038.00","1.66","0.28","-2.43","100.60","1.68","18.29","-53.56","0.63","8.15","0.32","22.97","8.90","166.7"
"93.340","5873.00","1.67","0.31","-2.40","100.60","1.70","2.36","33.28","0.61","8.65","0.78","22.39","7.68","166.3"
"93.360","5543.00","1.79","0.25","-2.41","100.50","1.81","1.77","-16.64","0.62","8.71","0.81","21.98","7.59","167.4"
"93.380","5709.00","1.78","0.32","-2.43","100.30","1.81","11.80","18.20","0.62","8.97","0.87","22.55","7.81","167.4"
"93.400","5826.00","1.86","0.26","-2.60","100.20","1.88","-1.77","11.44","0.61","8.64","0.57","23.12","8.16","167.4"
"93.420","5725.00","1.94","0.33","-2.66","100.10","1.97","-50.74","43.68","0.52","7.62","0.41","24.28","8.48","167.2"
"93.440","5686.00","1.97","0.35","-2.72","100.20","2.00","31.86","-11.44","0.56","7.85","0.10","24.67","9.09","166.9"
"93.460","5771.00","1.92","0.33","-2.73","100.20","1.95","-0.59","15.60","0.55","7.78","0.04","24.99","9.11","166.9"
"93.480","5802.00","2.00","0.35","-2.72","100.30","2.03","70.21","-3.64","0.64","9.04","0.11","25.02","9.21","167.1"
"93.500","5763.00","1.92","0.36","-2.72","100.40","1.95","-6.49","7.80","0.63","8.99","0.17","24.93","8.97","167.6"
"93.520","5775.00","1.88","0.33","-2.69","100.20","1.91","-19.47","-2.60","0.61","8.95","0.46","24.73","8.82","168.2"
"93.540","5805.00","1.84","0.33","-2.69","100.20","1.87","-23.60","-0.00","0.58","8.57","0.48","24.73","8.82","168.4"
"93.560","5805.00","1.83","0.32","-2.69","100.20","1.86","11.21","11.96","0.58","8.74","0.46","25.17","9.03","168.0"
"93.580","5791.00","1.73","0.24","-2.69","100.20","1.75","-11.80","-0.00","0.57","8.44","0.36","25.17","9.03","169.0"
"93.600","5806.00","1.76","0.31","-2.69","100.20","1.79","-29.50","16.64","0.52","7.94","0.36","25.88","9.42","168.6"
"93.620","5828.00","1.79","0.26","-2.69","100.30","1.81","1.77","5.20","0.52","7.78","0.17","26.19","9.63","169.5"
"93.640","5831.00","1.83","0.30","-2.69","100.30","1.85","-0.00","5.20","0.52","7.74","0.13","26.45","9.79","169.7"
"93.660","5835.00","1.89","0.26","-2.66","100.20","1.91","38.35","-26.00","0.58","8.43","0.17","26.01","9.85","170.9"
"93.680","5859.00","1.93","0.30","-2.61","100.30","1.95","7.08","6.76","0.58","8.72","0.34","25.73","9.44","171.2"
"93.700","5873.00","1.92","0.30","-2.57","100.40","1.94","-2.95","29.64","0.56","8.99","0.66","25.65","8.79","171.4"
"93.720","5860.00","1.83","0.33","-2.57","100.30","1.86","-17.11","-5.72","0.54","8.71","0.67","25.68","8.93","171.4"
"93.740","5853.00","1.78","0.34","-2.60","100.30","1.81","11.21","3.12","0.56","8.78","0.55","26.25","9.44","171.4"
"93.760","5871.00","1.75","0.34","-2.63","100.30","1.78","-28.32","-1.56","0.52","8.11","0.36","26.51","9.73","171.0"
"93.780","5879.00","1.76","0.34","-2.64","100.20","1.79","-1.77","8.84","0.52","8.04","0.32","27.08","10.13","170.7"
"93.800","5891.00","1.77","0.35","-2.64","100.20","1.80","-0.00","-3.64","0.52","7.76","0.04","27.07","10.19","171.2"
"93.820","5904.00","1.85","0.39","-2.63","100.30","1.89","22.42","-7.28","0.55","8.18","0.08","26.56","9.82","170.9"
"93.840","5914.00","1.92","0.32","-2.61","100.30","1.95","33.63","-30.16","0.61","8.85","0.18","25.79","9.63","171.8"
"93.860","5919.00","1.93","0.37","-2.57","100.30","1.97","1.77","2.08","0.61","9.11","0.41","25.58","9.38","172.0"
"93.880","5918.00","1.93","0.29","-2.55","100.30","1.95","-27.14","7.80","0.57","8.79","0.55","25.73","9.38","172.7"
"93.900","5918.00","1.95","0.32","-2.57","100.20","1.98","-1.18","1.04","0.57","8.81","0.59","25.97","9.60","172.0"
"93.920","5931.00","1.97","0.29","-2.63","100.20","1.99","3.54","25.48","0.56","8.64","0.36","27.10","10.24","172.5"
"93.940","5942.00","1.87","0.26","-2.63","100.20","1.89","-4.13","3.64","0.55","8.50","0.29","27.44","10.51","172.2"
"93.960","5939.00","1.91","0.28","-2.61","100.10","1.93","-21.83","13.52","0.52","8.06","0.22","27.73","10.54","172.7"
"93.980","5968.00","1.83","0.28","-2.57","100.30","1.85","5.31","-0.00","0.52","8.18","0.25","27.73","10.54","173.1"
"94.000","5982.00","1.84","0.29","-2.51","100.40","1.86","4.13","-11.44","0.53","8.36","0.36","26.68","9.71","173.6"
"94.020","5976.00","1.76","0.31","-2.45","100.40","1.79","33.63","-5.20","0.58","9.16","0.59","26.22","9.35","174.2"
"94.040","5971.00","1.73","0.36","-2.41","100.40","1.77","-19.47","-39.00","0.58","8.95","0.71","25.35","9.23","174.5"
"94.060","5985.00","1.66","0.37","-2.40","100.30","1.70","-5.31","5.72","0.57","8.88","0.73","25.55","9.32","174.9"
"94.080","5985.00","1.75","0.39","-2.41","100.30","1.79","9.44","4.68","0.58","8.97","0.66","26.15","9.83","174.7"
"94.100","5991.00","1.71","0.36","-2.43","100.20","1.75","12.39","7.28","0.59","8.97","0.45","26.56","10.10","175.1"
"94.120","6001.00","1.72","0.33","-2.43","100.30","1.75","-8.85","-3.12","0.58","8.78","0.41","27.10","10.70","174.7"
"94.140","6015.00","1.79","0.32","-2.38","100.30","1.82","8.85","10.92","0.58","8.93","0.41","27.37","10.76","175.4"
"94.160","6020.00","1.81","0.35","-2.37","100.30","1.84","-11.21","-10.40","0.58","8.86","0.53","27.20","10.79","176.0"
"94.180","6022.00","1.79","0.36","-2.37","100.30","1.83","1.77","-5.20","0.58","9.02","0.66","27.01","10.70","175.8"
"94.200","6034.00","1.79","0.36","-2.38","100.30","1.83","4.13","-8.84","0.59","9.14","0.71","26.99","10.85","176.3"
"94.220","6031.00","1.82","0.40","-2.38","100.30","1.86","-7.67","6.76","0.58","8.99","0.69","27.38","11.11","176.3"
"94.240","6045.00","1.85","0.38","-2.40","100.20","1.89","5.90","-4.16","0.59","9.04","0.64","27.47","11.28","176.5"
"94.260","6054.00","1.83","0.37","-2.41","100.30","1.87","-5.31","2.08","0.58","8.76","0.45","27.52","11.29","176.5"
"94.280","6067.00","1.84","0.33","-2.38","100.30","1.87","-15.34","3.12","0.56","8.58","0.53","27.52","11.23","177.0"
"94.300","6069.00","1.82","0.30","-2.37","100.30","1.84","-4.13","-33.28","0.58","8.51","0.53","26.87","11.22","177.7"
"94.320","6077.00","1.82","0.26","-2.28","100.30","1.84","16.52","13.52","0.59","9.06","0.80","26.84","10.93","177.7"
"94.340","6068.00","1.71","0.30","-2.28","100.30","1.74","14.16","-13.00","0.62","9.30","0.80","26.86","11.20","178.1"
"94.360","6081.00","1.67","0.31","-2.26","100.30","1.70","-4.72","1.56","0.61","9.37","0.95","27.04","11.35","177.9"
"94.380","6090.00","1.63","0.37","-2.28","100.30","1.67","11.21","8.32","0.62","9.37","0.76","27.43","11.58","178.4"
"94.400","6095.00","1.70","0.36","-2.25","100.30","1.74","5.90","-16.64","0.64","9.37","0.66","27.65","12.12","178.1"
"94.420","6103.00","1.72","0.35","-2.26","100.20","1.76","6.49","-1.56","0.65","9.41","0.59","27.84","12.34","178.8"
"94.440","6117.00","1.76","0.36","-2.25","100.30","1.80","-0.00","-25.48","0.67","9.42","0.60","27.61","12.60","178.6"
"94.460","6128.00","1.77","0.32","-2.22","100.30","1.80","-18.29","10.40","0.63","9.34","0.83","27.61","12.40","179.8"
"94.480","6125.00","1.79","0.31","-2.16","100.30","1.82","-10.62","-10.40","0.63","9.53","1.20","27.38","12.37","179.8"
"94.500","6138.00","1.71","0.28","-2.13","100.30","1.73","-30.09","20.80","0.58","9.39","1.57","27.62","12.21","180.2"
"94.520","6130.00","1.65","0.29","-2.13","100.30","1.68","-15.34","12.48","0.55","9.13","1.57","28.05","12.40","180.0"
"94.540","6141.00","1.64","0.33","-2.19","100.30","1.67","20.65","11.96","0.57","8.85","0.94","28.59","12.71","179.8"
"94.560","6160.00","1.66","0.32","-2.17","100.20","1.69","-7.08","-6.24","0.56","8.60","0.81","28.84","13.08","179.5"
"94.580","6186.00","1.62","0.35","-2.17","100.20","1.66","2.95","13.00","0.56","8.51","0.67","28.47","12.46","180.0"
"94.600","6181.00","1.57","0.33","-2.14","100.20","1.60","-72.57","-37.44","0.49","7.32","0.71","26.78","11.49","180.5"
"94.620","6191.00","1.53","0.34","-2.10","100.20","1.57","-20.65","-76.44","0.51","7.02","0.76","23.64","9.82","181.2"
"94.640","6205.00","1.47","0.30","-1.99","100.20","1.50","-1.18","-26.00","0.53","7.46","1.22","22.64","9.32","181.7"
"94.660","6207.00","1.36","0.35","-1.95","100.40","1.40","26.55","-1.56","0.57","8.13","1.44","21.57","8.28","182.2"
"94.680","6198.00","1.31","0.28","-1.89","100.30","1.34","43.07","14.04","0.62","9.00","1.58","21.84","8.28","182.2"
"94.700","6188.00","1.30","0.35","-1.90","100.30","1.35","-33.04","84.24","0.51","8.25","1.39","24.36","9.18","181.9"
"94.720","6205.00","1.36","0.26","-1.96","100.20","1.38","38.35","72.28","0.51","7.99","0.48","26.51","9.94","181.7"
"94.740","6216.00","1.42","0.32","-1.95","100.10","1.46","-13.57","-13.00","0.51","7.22","-0.06","27.40","11.08","181.5"
"94.760","6238.00","1.44","0.27","-1.83","100.20","1.47","-70.21","-7.28","0.43","5.94","-0.15","27.32","11.14","181.7"
"94.780","6276.00","1.42","0.31","-1.75","100.30","1.45","1.77","-204.88","0.57","6.11","-0.01","23.00","10.76","182.9"
"94.800","6280.00","1.43","0.26","-1.60","100.40","1.45","-90.86","32.76","0.40","5.74","1.16","20.55","7.68","183.4"
"94.820","6244.00","1.33","0.33","-1.55","100.40","1.37","71.39","-43.68","0.55","7.25","1.46","18.94","6.91","183.9"
"94.840","6242.00","1.34","0.29","-1.57","100.50","1.37","-13.57","-15.08","0.54","7.20","1.64","18.74","7.00","183.9"
"94.860","6257.00","1.40","0.31","-1.58","100.40","1.43","-8.26","4.68","0.52","7.06","1.64","19.21","7.38","183.9"
"94.880","6273.00","1.43","0.24","-1.60","100.20","1.45","2.36","141.96","0.43","6.92","1.46","22.88","8.32","183.7"
"94.900","6269.00","1.44","0.25","-1.61","100.20","1.46","24.78","28.60","0.44","6.90","1.02","24.19","9.08","184.2"
"94.920","6264.00","1.39","0.21","-1.60","100.20","1.41","10.03","-7.28","0.46","6.99","0.94","24.94","9.97","183.7"
"94.940","6289.00","1.31","0.24","-1.58","100.20","1.33","16.52","-10.40","0.49","7.30","0.97","25.07","10.30","184.7"
"94.960","6297.00","1.22","0.27","-1.54","100.20","1.25","-19.47","-31.72","0.48","7.20","1.20","25.00","10.84","184.4"
"94.980","6300.00","1.19","0.29","-1.54","100.20","1.22","21.83","-27.04","0.53","7.83","1.46","24.69","11.05","185.4"
"95.000","6304.00","1.21","0.35","-1.52","100.20","1.26","-19.47","-28.08","0.52","7.73","1.69","24.33","11.23","184.9"
"95.020","6319.00","1.18","0.34","-1.58","100.30","1.23","-20.65","-13.00","0.50","7.41","1.72","24.40","11.55","185.4"
"95.040","6322.00","1.18","0.35","-1.57","100.20","1.23","-11.21","-9.88","0.49","7.22","1.72","24.39","11.73","184.4"
"95.060","6323.00","1.18","0.32","-1.60","100.20","1.22","4.72","-1.04","0.50","7.15","1.57","24.76","12.12","185.4"
"95.080","6343.00","1.24","0.28","-1.54","100.10","1.27","-11.80","-8.84","0.49","6.88","1.50","24.75","12.28","185.2"
"95.100","6356.00","1.18","0.29","-1.52","100.10","1.22","15.93","-11.96","0.52","7.15","1.50","24.54","12.30","185.9"
"95.120","6356.00","1.20","0.35","-1.48","100.20","1.25","-0.00","-18.72","0.54","7.18","1.53","24.09","12.21","185.4"
"95.140","6358.00","1.12","0.36","-1.39","100.20","1.18","-14.75","-7.80","0.52","7.11","1.71","23.97","12.24","186.2"
"95.160","6360.00","1.08","0.35","-1.34","100.20","1.14","-18.29","-7.80","0.50","6.81","1.72","23.91","12.33","185.9"
"95.180","6380.00","1.10","0.39","-1.30","100.20","1.17","1.18","-2.60","0.50","6.87","1.76","24.13","12.60","186.4"
"95.200","6382.00","1.09","0.35","-1.25","100.20","1.14","17.70","-21.84","0.55","7.06","1.65","23.74","12.63","186.7"
"95.220","6392.00","1.13","0.35","-1.22","100.20","1.18","-1.18","-9.88","0.56","7.06","1.67","23.51","12.59","186.9"
"95.240","6397.00","1.19","0.36","-1.12","100.20","1.24","7.67","8.32","0.57","7.44","1.92","23.51","12.43","187.7"
"95.260","6408.00","1.11","0.29","-1.09","100.30","1.15","-82.01","26.00","0.40","6.15","2.02","23.73","12.15","187.7"
"95.280","6421.00","0.96","0.31","-1.01","100.30","1.01","51.33","-33.28","0.52","7.25","2.25","23.15","12.21","189.0"
"95.300","6420.00","0.92","0.37","-1.01","100.30","0.99","40.71","-34.84","0.63","8.15","2.46","22.72","12.45","189.0"
"95.320","6410.00","0.93","0.33","-1.00","100.30","0.99","-41.89","-38.48","0.59","7.48","2.50","22.63","13.10","188.8"
"95.340","6422.00","0.83","0.31","-0.97","100.20","0.89","-94.99","40.56","0.37","5.57","2.20","23.74","13.43","189.0"
"95.360","6447.00","0.77","0.35","-0.97","100.20","0.85","-0.00","47.32","0.34","5.66","2.29","25.10","13.88","190.1"
"95.380","6483.00","0.77","0.40","-0.80","100.20","0.87","-5.31","-61.36","0.37","5.92","2.64","23.48","13.44","190.1"
"95.400","6476.00","0.68","0.31","-0.74","100.30","0.75","5.31","-127.40","0.50","6.29","2.92","19.86","12.27","190.4"
"95.420","6468.00","0.59","0.44","-0.65","100.40","0.74","-37.17","23.40","0.39","6.15","3.41","19.87","11.83","190.6"
"95.440","6460.00","0.59","0.39","-0.60","100.40","0.71","-8.85","-12.48","0.38","6.03","3.44","19.56","11.76","190.9"
"95.460","6481.00","0.59","0.41","-0.57","100.40","0.72","43.07","55.12","0.43","6.74","3.42","21.63","12.77","190.6"
"95.480","6482.00","0.67","0.40","-0.56","100.20","0.78","29.50","-53.56","0.55","7.09","3.27","21.30","13.47","191.7"
"95.500","6483.00","0.68","0.37","-0.56","100.20","0.77","6.49","-52.00","0.65","7.20","3.27","22.10","15.27","190.1"
"95.520","6487.00","0.55","0.38","-0.63","100.30","0.67","-38.35","18.20","0.52","6.62","3.34","22.90","15.72","190.9"
"95.540","6495.00","0.64","0.29","-0.57","100.20","0.70","-120.36","-14.04","0.20","4.45","3.21","23.17","16.26","190.9"
"95.560","6544.00","0.59","0.26","-0.56","100.20","0.64","10.03","52.52","0.20","4.80","3.39","24.07","16.15","191.2"
"95.580","6537.00","0.37","0.29","-0.54","100.40","0.47","46.61","-237.12","0.74","5.73","3.53","18.41","15.05","190.6"
"95.600","6534.00","0.39","0.28","-0.53","100.40","0.48","-24.78","39.00","0.49","5.71","3.93","18.44","14.33","192.0"
"95.620","6536.00","0.51","0.24","-0.50","100.40","0.56","118.00","13.00","0.98","8.01","4.23","18.71","14.35","192.5"
"95.640","6545.00","0.34","0.24","-0.59","100.30","0.42","53.69","-22.88","1.36","8.97","4.28","18.85","14.93","191.7"
"95.660","6534.00","0.37","0.28","-0.53","100.40","0.46","-171.69","-47.32","0.67","6.03","4.25","18.88","15.87","193.6"
"95.680","6539.00","0.52","0.29","-0.51","100.30","0.60","65.49","29.64","0.92","6.88","3.99","21.81","18.23","193.3"
"95.700","6564.00","0.50","0.28","-0.53","100.40","0.57","-88.50","89.44","0.30","5.46","4.07","24.27","18.97","193.9"
"95.720","6565.00","0.49","0.33","-0.48","100.30","0.59","0.00","-114.92","0.51","5.32","3.93","22.22","19.13","193.9"
"95.740","6580.00","0.42","0.32","-0.44","100.40","0.53","-14.16","63.44","0.30","5.38","4.23","23.11","18.80","194.2"
"95.760","6610.00","0.48","0.42","-0.41","100.40","0.64","122.72","-108.16","1.64","7.55","4.32","19.95","17.72","194.4"
"95.780","6590.00","0.29","0.36","-0.39","100.50","0.46","-31.86","-54.08","2.56","7.32","4.63","18.80","17.61","194.2"
"95.800","6581.00","0.13","0.36","-0.36","100.50","0.38","-122.13","50.96","0.32","5.27","4.65","19.80","17.63","193.6"
"95.820","6589.00","0.16","0.31","-0.29","100.50","0.35","-44.25","88.92","-0.04","4.38","4.51","21.75","17.87","193.9"
"95.840","6626.00","0.20","0.36","-0.27","100.20","0.41","7.67","37.44","0.00","4.41","4.41","22.60","18.00","193.9"
"95.860","6635.00","0.10","0.27","-0.26","100.20","0.29","84.96","-212.16","3.14","5.90","4.46","18.49","17.97","194.4"
"95.880","6622.00","0.24","0.29","-0.20","100.40","0.38","24.19","-42.64","-7.00","6.62","4.77","17.60","17.90","194.4"
"95.900","6611.00","0.25","0.35","-0.23","100.40","0.43","7.08","35.36","5.88","6.78","4.81","18.61","18.23","195.3"
"95.920","6642.00","0.09","0.29","-0.21","100.50","0.30","-10.62","101.40","0.87","6.81","5.02","20.97","18.64","195.8"
"95.940","6650.00","0.06","0.32","-0.24","100.40","0.33","-8.85","13.52","0.72","6.59","4.95","22.19","19.60","195.8"
"95.960","6643.00","0.02","0.32","-0.21","100.40","0.32","-115.05","-6.24","-0.14","4.48","4.79","22.42","19.95","196.4"
"95.980","6649.00","-0.14","0.31","-0.20","100.30","0.34","-18.29","0.52","-0.28","3.98","4.60","22.52","20.04","197.3"
"96.000","6702.00","-0.11","0.25","-0.18","100.30","0.27","-11.21","40.56","-0.28","3.91","4.72","22.36","19.10","197.6"
"96.020","6714.00","-0.11","0.28","-0.15","100.30","0.30","26.55","-73.32","-0.22","4.55","4.91","17.67","15.82","197.3"
"96.040","6709.00","-0.18","0.24","-0.14","100.40","0.30","-50.74","42.12","-0.52","4.31","5.53","17.22","14.56","197.3"
"96.060","6699.00","-0.15","0.34","-0.14","100.50","0.37","54.87","-24.96","-0.15","5.24","5.53","16.33","14.15","196.7"
"96.080","6685.00","-0.10","0.34","-0.15","100.50","0.35","-12.39","6.24","-0.25","5.27","5.77","17.46","15.16","197.0"
"96.100","6689.00","-0.22","0.37","-0.18","100.40","0.43","15.34","-65.52","-0.26","5.29","5.53","17.78","16.74","196.7"
"96.120","6704.00","-0.24","0.38","-0.20","100.30","0.45","44.25","9.88","0.47","5.55","5.04","20.91","19.68","197.6"
"96.140","6702.00","-0.20","0.38","-0.21","100.20","0.43","-31.86","-4.16","-0.03","4.99","5.02","21.26","20.11","197.8"
"96.160","6716.00","-0.23","0.35","-0.24","100.20","0.42","-40.12","-37.96","-1.92","4.41","5.12","20.44","20.02","198.7"
"96.180","6741.00","-0.17","0.28","-0.23","100.40","0.33","-15.34","-26.52","12.23","5.01","5.98","19.56","19.65","199.0"
"96.200","6748.00","-0.16","0.32","-0.24","100.50","0.36","11.21","12.48","-5.90","5.43","6.21","18.97","18.82","199.6"
"96.220","6737.00","-0.11","0.23","-0.24","100.50","0.25","-4.13","-7.28","-96.44","5.50","6.35","18.95","18.94","199.3"
"96.240","6745.00","-0.06","0.23","-0.24","100.50","0.24","9.44","-0.52","","5.43","6.12","19.66","19.66","198.7"
"96.260","6763.00","-0.08","0.18","-0.24","100.40","0.20","47.20","7.80","0.83","6.11","6.00","20.13","19.98","199.3"
"96.280","6762.00","-0.05","0.27","-0.26","100.20","0.27","-11.21","12.48","-0.23","5.57","5.65","20.71","20.32","198.4"
"96.300","6766.00","-0.01","0.25","-0.24","100.20","0.25","17.70","-0.00","0.64","5.66","5.44","20.65","20.26","199.6"
"96.320","6785.00","-0.04","0.28","-0.23","100.20","0.28","-53.69","11.96","-1.26","4.92","5.61","20.55","19.93","199.9"
"96.340","6792.00","-0.08","0.32","-0.24","100.20","0.33","-5.31","42.12","-0.62","4.85","5.63","19.90","18.47","200.5"
"96.360","6800.00","-0.03","0.30","-0.23","100.30","0.30","1.18","5.72","-0.56","5.08","5.84","19.51","17.97","201.1"
"96.380","6808.00","-0.05","0.23","-0.24","100.30","0.24","33.04","-15.08","-0.18","5.66","5.86","19.27","18.02","201.1"
"96.400","6802.00","-0.06","0.22","-0.24","100.20","0.23","-7.67","-2.08","-0.31","5.64","5.97","19.43","18.22","201.4"
"96.420","6800.00","-0.07","0.22","-0.23","100.30","0.23","3.54","5.20","-0.23","5.59","5.86","20.22","18.91","200.8"
"96.440","6484.00","-0.06","0.19","-0.24","100.40","0.20","-30.09","1.56","-0.66","5.06","5.84","20.70","19.36","201.4"
"96.460","6389.00","0.00","0.20","-0.26","100.50","0.20","12.98","-0.00","-0.47","5.04","5.60","21.41","20.07","200.5"
"96.480","6312.00","-0.03","0.25","-0.24","100.60","0.25","-8.85","0.00","-0.60","4.92","5.63","21.51","20.17","201.4"
"96.500","5543.00","0.03","0.27","-0.21","100.70","0.27","49.56","4.68","0.10","5.96","5.83","21.51","20.08","200.8"
"96.520","5855.00","0.08","0.27","-0.20","100.60","0.28","34.81","10.92","0.50","6.67","5.95","20.73","19.09","202.0"
"96.540","6245.00","0.09","0.25","-0.18","100.90","0.27","-62.54","-9.36","-0.26","6.24","6.58","20.01","18.55","201.7"
"96.560","5763.00","-0.07","0.24","-0.20","100.80","0.25","21.83","-16.12","0.03","6.57","6.54","19.56","18.41","201.7"
"96.580","5686.00","-0.18","0.20","-0.15","100.50","0.27","-29.50","-2.60","-0.48","5.99","6.46","19.74","18.64","202.6"
"96.600","6023.00","-0.27","0.22","-0.15","100.50","0.35","8.26","-6.24","-0.38","5.99","6.32","20.20","19.22","202.0"
"96.620","5927.00","-0.32","0.20","-0.14","100.60","0.38","21.83","4.16","0.04","6.29","6.25","20.56","19.50","201.7"
"96.640","5770.00","-0.37","0.24","-0.14","100.50","0.44","-33.04","-7.80","-0.65","5.50","6.02","21.02","20.11","201.7"
"96.660","5900.00","-0.27","0.22","-0.15","100.50","0.35","-7.08","8.32","-0.68","5.41","6.05","21.30","20.23","202.6"
"96.680","5972.00","-0.19","0.20","-0.14","100.50","0.28","5.31","-13.00","-0.76","5.71","6.26","21.11","20.29","202.3"
"96.700","5877.00","-0.14","0.19","-0.15","100.50","0.24","-15.34","6.76","-0.97","5.82","6.63","21.14","20.19","203.2"
"96.720","5877.00","-0.06","0.20","-0.17","100.60","0.21","-5.31","-21.84","-1.93","5.96","6.86","20.73","20.20","203.8"
"96.740","5947.00","-0.05","0.24","-0.17","100.50","0.25","12.39","4.16","-1.28","6.15","6.84","20.90","20.29","203.5"
"96.760","5917.00","-0.04","0.29","-0.17","100.60","0.29","-27.14","-7.80","-2.84","5.71","6.86","20.99","20.53","204.1"
"96.780","5894.00","-0.04","0.26","-0.18","100.50","0.26","15.34","-0.52","-2.24","5.76","6.65","21.54","21.09","202.9"
"96.800","5931.00","-0.03","0.29","-0.18","100.50","0.29","-1.77","-3.12","-2.68","5.73","6.65","21.72","21.33","203.8"
